,job_title,company_name,location,start_date,duration,stipend,last_date,job_type,Url
0,Business Development (Sales),Legal Salaah,Delhi,Starts immediately,3 Months, 5000 /month +  Incentives,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-internship-in-delhi-at-legal-salaah1635404322
1,Campus Ambassador,E-cell IIT-Hyderabad,Work From Home,Starts immediately,2 Months,Performance Based,10 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/campus-ambassador-programme-at-e-cell-iit-hyderabad1635258030
2,Fundraising,Tare Zameen Foundation,Work From Home,Starts immediately,1 Month, 1000 /month +  Incentives,3 Dec' 21,"
                Internship                ",https://internshala.com /internship/detail/fundraising-work-from-home-job-internship-at-tare-zameen-foundation1635339179
3,Event Management,Breakout,Indore,Starts immediately,6 Months, 10000-14000 /month,23 Nov' 21,"
                Internship with job offer                ",https://internshala.com /internship/detail/event-management-internship-in-indore-at-breakout1634108925
4,Content Writing,Fashion TV India,Work From Home,Starts immediately,3 Months, 1000-2000 /month,16 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-work-from-home-job-internship-at-fashion-tv-india1635838429
5,Marketing,Taylor & Francis India,Delhi,Starts immediately,6 Months, 10000-15000 /month,16 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-delhi-at-taylor-francis-india1635835862
6,Student Mentoring,Teach For India,Work From Home,Starts immediately,3 Months,Unpaid,16 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/student-mentoring-work-from-home-job-internship-at-teach-for-india1635829296
7,Teaching,Pratham Education Foundation,Work From Home,Starts immediately,3 Months,Unpaid,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/teaching-work-from-home-job-internship-at-pratham-education-foundation1635774923
8,Business Development (Sales),Viacom India LLP,Delhi,Starts immediately,6 Months, 5000 /month +  Incentives,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-internship-in-delhi-gurgaon-at-viacom-india-llp1635750353
9,Content Writing,Pocket FM,Work From Home,Starts immediately,6 Months, 12000-15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-work-from-home-job-internship-at-pocket-fm1635745899
10,Database Building/Management,Economic Times Edge,Work From Home,Starts immediately,5 Months, 5000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/database-building-management-work-from-home-job-internship-at-economic-times-edge1635768804
11,Business Development (Sales),Urban Company,Mumbai,Starts immediately,2 Months, 8000-10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-internship-in-mumbai-at-urban-company1635689914
12,Sales Operations,Urban Company,Bangalore,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/sales-operations-internship-in-bangalore-at-urban-company1635662005
13,Data Analytics,Urban Company,Bangalore,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/data-analytics-internship-in-bangalore-at-urban-company1635661229
14,Business Development (Sales),Decathlon Sports India,Gurgaon,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship with job offer                ",https://internshala.com /internship/detail/business-development-sales-part-time-job-internship-at-gurgaon-in-decathlon-sports-india1635765230
15,Creative Writing,Pocket FM,Work From Home,Starts immediately,3 Months, 12000-15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/creative-writing-work-from-home-job-internship-at-pocket-fm1635757669
16,Marketing,BYJU'S The Learning App,Sonepat,Starts immediately,3 Months, 15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-sonepat-at-byjus-the-learning-app1635619361
17,Digital Marketing,MobiKwik,Work From Home,Starts immediately,3 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/digital-marketing-work-from-home-job-internship-at-mobikwik1635750344
18,Content Writing,Viacom India LLP,Gurgaon,Starts immediately,6 Months, 2000-2500 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-internship-in-gurgaon-at-viacom-india-llp1635746750
19,Marketing,Think & Learn Private Limited (BYJU'S),Mysuru,Starts immediately,3 Months, 18000 /month,1 Dec' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-think-learn-private-limited-byjus1635745046
20,Business Development (Sales),Urban Company,Work From Home,Starts immediately,3 Months, 9000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-work-from-home-job-internship-at-urban-company1635339872
21,Marketing,BYJU'S The Learning App,Belagavi,Starts immediately,1 Month, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-belagavi-at-byjus-the-learning-app1635508408
22,Marketing,BYJU'S The Learning App,Bellary,Starts immediately,1 Month, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-byjus-the-learning-app1635508663
23,Marketing,BYJU'S The Learning App,Bagalkot,Starts immediately,1 Month, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-byjus-the-learning-app1635508433
24,Marketing,Decathlon Sport India Private Limited,Chennai,Starts immediately,3 Months, 10000 /month,13 Nov' 21,"
                Internship with job offer                ",https://internshala.com /internship/detail/marketing-part-time-job-internship-at-chennai-in-decathlon-sport-india-private-limited1635594645
25,Marketing,BYJU'S The Learning App,Dehradun,Starts immediately,2 Months, 15000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-dehradun-haldwani-at-byjus-the-learning-app1635571438
26,Marketing,BYJU'S The Learning App,Bangalore,Starts immediately,1 Month, 18000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-byjus-the-learning-app1635576229
27,Business Development (Sales),Decathlon Sport India Private Limited,Mumbai,Starts immediately,3 Months, 12000-15000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-part-time-job-internship-at-mumbai-in-decathlon-sport-india-private-limited1635520609
28,Social Media Marketing,Archies Lifestyle,Delhi,Starts immediately,6 Months, 15000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/social-media-marketing-internship-in-delhi-at-archies-lifestyle1635574060
29,Microbiologist (Research) Trainee,Colgate Palmolive (India) Limited,Mumbai,Starts immediately,6 Months, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/microbiologist-research-trainee-internship-in-mumbai-at-colgate-palmolive-india-limited1635570740
30,Event Management,Times Internet Limited,Noida,Starts immediately,6 Months, 7000 /month,12 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/event-management-internship-in-noida-at-times-internet-limited1635498042
31,Graphic Design,Fashion TV,Mumbai,Starts immediately,3 Months, 2500 /month,12 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/graphic-design-internship-in-mumbai-at-fashion-tv1635489270
32,Social Media Research,Aam Aadmi Party,Delhi,Starts immediately,3 Months,Unpaid,12 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/social-media-research-internship-in-multiple-locations-at-aam-aadmi-party1635429074
33,Business Development (Sales),Legal Salaah,Delhi,Starts immediately,3 Months, 5000 /month +  Incentives,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-internship-in-delhi-at-legal-salaah1635404322
34,Campus Ambassador,E-cell IIT-Hyderabad,Work From Home,Starts immediately,2 Months,Performance Based,10 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/campus-ambassador-programme-at-e-cell-iit-hyderabad1635258030
35,Fundraising,Tare Zameen Foundation,Work From Home,Starts immediately,1 Month, 1000 /month +  Incentives,3 Dec' 21,"
                Internship                ",https://internshala.com /internship/detail/fundraising-work-from-home-job-internship-at-tare-zameen-foundation1635339179
36,Event Management,Breakout,Indore,Starts immediately,6 Months, 10000-14000 /month,23 Nov' 21,"
                Internship with job offer                ",https://internshala.com /internship/detail/event-management-internship-in-indore-at-breakout1634108925
37,Content Writing,Fashion TV India,Work From Home,Starts immediately,3 Months, 1000-2000 /month,16 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-work-from-home-job-internship-at-fashion-tv-india1635838429
38,Marketing,Taylor & Francis India,Delhi,Starts immediately,6 Months, 10000-15000 /month,16 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-delhi-at-taylor-francis-india1635835862
39,Student Mentoring,Teach For India,Work From Home,Starts immediately,3 Months,Unpaid,16 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/student-mentoring-work-from-home-job-internship-at-teach-for-india1635829296
40,Teaching,Pratham Education Foundation,Work From Home,Starts immediately,3 Months,Unpaid,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/teaching-work-from-home-job-internship-at-pratham-education-foundation1635774923
41,Business Development (Sales),Viacom India LLP,Delhi,Starts immediately,6 Months, 5000 /month +  Incentives,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-internship-in-delhi-gurgaon-at-viacom-india-llp1635750353
42,Content Writing,Pocket FM,Work From Home,Starts immediately,6 Months, 12000-15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-work-from-home-job-internship-at-pocket-fm1635745899
43,Database Building/Management,Economic Times Edge,Work From Home,Starts immediately,5 Months, 5000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/database-building-management-work-from-home-job-internship-at-economic-times-edge1635768804
44,Business Development (Sales),Urban Company,Mumbai,Starts immediately,2 Months, 8000-10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-internship-in-mumbai-at-urban-company1635689914
45,Sales Operations,Urban Company,Bangalore,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/sales-operations-internship-in-bangalore-at-urban-company1635662005
46,Data Analytics,Urban Company,Bangalore,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/data-analytics-internship-in-bangalore-at-urban-company1635661229
47,Business Development (Sales),Decathlon Sports India,Gurgaon,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship with job offer                ",https://internshala.com /internship/detail/business-development-sales-part-time-job-internship-at-gurgaon-in-decathlon-sports-india1635765230
48,Creative Writing,Pocket FM,Work From Home,Starts immediately,3 Months, 12000-15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/creative-writing-work-from-home-job-internship-at-pocket-fm1635757669
49,Marketing,BYJU'S The Learning App,Sonepat,Starts immediately,3 Months, 15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-sonepat-at-byjus-the-learning-app1635619361
50,Digital Marketing,MobiKwik,Work From Home,Starts immediately,3 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/digital-marketing-work-from-home-job-internship-at-mobikwik1635750344
51,Content Writing,Viacom India LLP,Gurgaon,Starts immediately,6 Months, 2000-2500 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-internship-in-gurgaon-at-viacom-india-llp1635746750
52,Marketing,Think & Learn Private Limited (BYJU'S),Mysuru,Starts immediately,3 Months, 18000 /month,1 Dec' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-think-learn-private-limited-byjus1635745046
53,Business Development (Sales),Urban Company,Work From Home,Starts immediately,3 Months, 9000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-work-from-home-job-internship-at-urban-company1635339872
54,Marketing,BYJU'S The Learning App,Belagavi,Starts immediately,1 Month, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-belagavi-at-byjus-the-learning-app1635508408
55,Marketing,BYJU'S The Learning App,Bellary,Starts immediately,1 Month, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-byjus-the-learning-app1635508663
56,Marketing,BYJU'S The Learning App,Bagalkot,Starts immediately,1 Month, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-byjus-the-learning-app1635508433
57,Marketing,Decathlon Sport India Private Limited,Chennai,Starts immediately,3 Months, 10000 /month,13 Nov' 21,"
                Internship with job offer                ",https://internshala.com /internship/detail/marketing-part-time-job-internship-at-chennai-in-decathlon-sport-india-private-limited1635594645
58,Marketing,BYJU'S The Learning App,Dehradun,Starts immediately,2 Months, 15000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-dehradun-haldwani-at-byjus-the-learning-app1635571438
59,Marketing,BYJU'S The Learning App,Bangalore,Starts immediately,1 Month, 18000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-byjus-the-learning-app1635576229
60,Business Development (Sales),Decathlon Sport India Private Limited,Mumbai,Starts immediately,3 Months, 12000-15000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-part-time-job-internship-at-mumbai-in-decathlon-sport-india-private-limited1635520609
61,Social Media Marketing,Archies Lifestyle,Delhi,Starts immediately,6 Months, 15000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/social-media-marketing-internship-in-delhi-at-archies-lifestyle1635574060
62,Microbiologist (Research) Trainee,Colgate Palmolive (India) Limited,Mumbai,Starts immediately,6 Months, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/microbiologist-research-trainee-internship-in-mumbai-at-colgate-palmolive-india-limited1635570740
63,Event Management,Times Internet Limited,Noida,Starts immediately,6 Months, 7000 /month,12 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/event-management-internship-in-noida-at-times-internet-limited1635498042
64,Graphic Design,Fashion TV,Mumbai,Starts immediately,3 Months, 2500 /month,12 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/graphic-design-internship-in-mumbai-at-fashion-tv1635489270
65,Social Media Research,Aam Aadmi Party,Delhi,Starts immediately,3 Months,Unpaid,12 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/social-media-research-internship-in-multiple-locations-at-aam-aadmi-party1635429074
66,Business Development (Sales),Legal Salaah,Delhi,Starts immediately,3 Months, 5000 /month +  Incentives,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-internship-in-delhi-at-legal-salaah1635404322
67,Campus Ambassador,E-cell IIT-Hyderabad,Work From Home,Starts immediately,2 Months,Performance Based,10 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/campus-ambassador-programme-at-e-cell-iit-hyderabad1635258030
68,Fundraising,Tare Zameen Foundation,Work From Home,Starts immediately,1 Month, 1000 /month +  Incentives,3 Dec' 21,"
                Internship                ",https://internshala.com /internship/detail/fundraising-work-from-home-job-internship-at-tare-zameen-foundation1635339179
69,Event Management,Breakout,Indore,Starts immediately,6 Months, 10000-14000 /month,23 Nov' 21,"
                Internship with job offer                ",https://internshala.com /internship/detail/event-management-internship-in-indore-at-breakout1634108925
70,Content Writing,Fashion TV India,Work From Home,Starts immediately,3 Months, 1000-2000 /month,16 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-work-from-home-job-internship-at-fashion-tv-india1635838429
71,Marketing,Taylor & Francis India,Delhi,Starts immediately,6 Months, 10000-15000 /month,16 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-delhi-at-taylor-francis-india1635835862
72,Student Mentoring,Teach For India,Work From Home,Starts immediately,3 Months,Unpaid,16 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/student-mentoring-work-from-home-job-internship-at-teach-for-india1635829296
73,Teaching,Pratham Education Foundation,Work From Home,Starts immediately,3 Months,Unpaid,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/teaching-work-from-home-job-internship-at-pratham-education-foundation1635774923
74,Business Development (Sales),Viacom India LLP,Delhi,Starts immediately,6 Months, 5000 /month +  Incentives,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-internship-in-delhi-gurgaon-at-viacom-india-llp1635750353
75,Content Writing,Pocket FM,Work From Home,Starts immediately,6 Months, 12000-15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-work-from-home-job-internship-at-pocket-fm1635745899
76,Database Building/Management,Economic Times Edge,Work From Home,Starts immediately,5 Months, 5000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/database-building-management-work-from-home-job-internship-at-economic-times-edge1635768804
77,Business Development (Sales),Urban Company,Mumbai,Starts immediately,2 Months, 8000-10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-internship-in-mumbai-at-urban-company1635689914
78,Sales Operations,Urban Company,Bangalore,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/sales-operations-internship-in-bangalore-at-urban-company1635662005
79,Data Analytics,Urban Company,Bangalore,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/data-analytics-internship-in-bangalore-at-urban-company1635661229
80,Business Development (Sales),Decathlon Sports India,Gurgaon,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship with job offer                ",https://internshala.com /internship/detail/business-development-sales-part-time-job-internship-at-gurgaon-in-decathlon-sports-india1635765230
81,Creative Writing,Pocket FM,Work From Home,Starts immediately,3 Months, 12000-15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/creative-writing-work-from-home-job-internship-at-pocket-fm1635757669
82,Marketing,BYJU'S The Learning App,Sonepat,Starts immediately,3 Months, 15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-sonepat-at-byjus-the-learning-app1635619361
83,Digital Marketing,MobiKwik,Work From Home,Starts immediately,3 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/digital-marketing-work-from-home-job-internship-at-mobikwik1635750344
84,Content Writing,Viacom India LLP,Gurgaon,Starts immediately,6 Months, 2000-2500 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-internship-in-gurgaon-at-viacom-india-llp1635746750
85,Marketing,Think & Learn Private Limited (BYJU'S),Mysuru,Starts immediately,3 Months, 18000 /month,1 Dec' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-think-learn-private-limited-byjus1635745046
86,Business Development (Sales),Urban Company,Work From Home,Starts immediately,3 Months, 9000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-work-from-home-job-internship-at-urban-company1635339872
87,Marketing,BYJU'S The Learning App,Belagavi,Starts immediately,1 Month, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-belagavi-at-byjus-the-learning-app1635508408
88,Marketing,BYJU'S The Learning App,Bellary,Starts immediately,1 Month, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-byjus-the-learning-app1635508663
89,Marketing,BYJU'S The Learning App,Bagalkot,Starts immediately,1 Month, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-byjus-the-learning-app1635508433
90,Marketing,Decathlon Sport India Private Limited,Chennai,Starts immediately,3 Months, 10000 /month,13 Nov' 21,"
                Internship with job offer                ",https://internshala.com /internship/detail/marketing-part-time-job-internship-at-chennai-in-decathlon-sport-india-private-limited1635594645
91,Marketing,BYJU'S The Learning App,Dehradun,Starts immediately,2 Months, 15000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-dehradun-haldwani-at-byjus-the-learning-app1635571438
92,Marketing,BYJU'S The Learning App,Bangalore,Starts immediately,1 Month, 18000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-byjus-the-learning-app1635576229
93,Business Development (Sales),Decathlon Sport India Private Limited,Mumbai,Starts immediately,3 Months, 12000-15000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-part-time-job-internship-at-mumbai-in-decathlon-sport-india-private-limited1635520609
94,Social Media Marketing,Archies Lifestyle,Delhi,Starts immediately,6 Months, 15000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/social-media-marketing-internship-in-delhi-at-archies-lifestyle1635574060
95,Microbiologist (Research) Trainee,Colgate Palmolive (India) Limited,Mumbai,Starts immediately,6 Months, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/microbiologist-research-trainee-internship-in-mumbai-at-colgate-palmolive-india-limited1635570740
96,Event Management,Times Internet Limited,Noida,Starts immediately,6 Months, 7000 /month,12 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/event-management-internship-in-noida-at-times-internet-limited1635498042
97,Graphic Design,Fashion TV,Mumbai,Starts immediately,3 Months, 2500 /month,12 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/graphic-design-internship-in-mumbai-at-fashion-tv1635489270
98,Social Media Research,Aam Aadmi Party,Delhi,Starts immediately,3 Months,Unpaid,12 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/social-media-research-internship-in-multiple-locations-at-aam-aadmi-party1635429074
99,Business Development (Sales),Legal Salaah,Delhi,Starts immediately,3 Months, 5000 /month +  Incentives,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-internship-in-delhi-at-legal-salaah1635404322
100,Campus Ambassador,E-cell IIT-Hyderabad,Work From Home,Starts immediately,2 Months,Performance Based,10 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/campus-ambassador-programme-at-e-cell-iit-hyderabad1635258030
101,Fundraising,Tare Zameen Foundation,Work From Home,Starts immediately,1 Month, 1000 /month +  Incentives,3 Dec' 21,"
                Internship                ",https://internshala.com /internship/detail/fundraising-work-from-home-job-internship-at-tare-zameen-foundation1635339179
102,Event Management,Breakout,Indore,Starts immediately,6 Months, 10000-14000 /month,23 Nov' 21,"
                Internship with job offer                ",https://internshala.com /internship/detail/event-management-internship-in-indore-at-breakout1634108925
103,Content Writing,Fashion TV India,Work From Home,Starts immediately,3 Months, 1000-2000 /month,16 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-work-from-home-job-internship-at-fashion-tv-india1635838429
104,Marketing,Taylor & Francis India,Delhi,Starts immediately,6 Months, 10000-15000 /month,16 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-delhi-at-taylor-francis-india1635835862
105,Student Mentoring,Teach For India,Work From Home,Starts immediately,3 Months,Unpaid,16 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/student-mentoring-work-from-home-job-internship-at-teach-for-india1635829296
106,Teaching,Pratham Education Foundation,Work From Home,Starts immediately,3 Months,Unpaid,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/teaching-work-from-home-job-internship-at-pratham-education-foundation1635774923
107,Business Development (Sales),Viacom India LLP,Delhi,Starts immediately,6 Months, 5000 /month +  Incentives,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-internship-in-delhi-gurgaon-at-viacom-india-llp1635750353
108,Content Writing,Pocket FM,Work From Home,Starts immediately,6 Months, 12000-15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-work-from-home-job-internship-at-pocket-fm1635745899
109,Database Building/Management,Economic Times Edge,Work From Home,Starts immediately,5 Months, 5000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/database-building-management-work-from-home-job-internship-at-economic-times-edge1635768804
110,Business Development (Sales),Urban Company,Mumbai,Starts immediately,2 Months, 8000-10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-internship-in-mumbai-at-urban-company1635689914
111,Sales Operations,Urban Company,Bangalore,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/sales-operations-internship-in-bangalore-at-urban-company1635662005
112,Data Analytics,Urban Company,Bangalore,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/data-analytics-internship-in-bangalore-at-urban-company1635661229
113,Business Development (Sales),Decathlon Sports India,Gurgaon,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship with job offer                ",https://internshala.com /internship/detail/business-development-sales-part-time-job-internship-at-gurgaon-in-decathlon-sports-india1635765230
114,Creative Writing,Pocket FM,Work From Home,Starts immediately,3 Months, 12000-15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/creative-writing-work-from-home-job-internship-at-pocket-fm1635757669
115,Marketing,BYJU'S The Learning App,Sonepat,Starts immediately,3 Months, 15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-sonepat-at-byjus-the-learning-app1635619361
116,Digital Marketing,MobiKwik,Work From Home,Starts immediately,3 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/digital-marketing-work-from-home-job-internship-at-mobikwik1635750344
117,Content Writing,Viacom India LLP,Gurgaon,Starts immediately,6 Months, 2000-2500 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-internship-in-gurgaon-at-viacom-india-llp1635746750
118,Marketing,Think & Learn Private Limited (BYJU'S),Mysuru,Starts immediately,3 Months, 18000 /month,1 Dec' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-think-learn-private-limited-byjus1635745046
119,Business Development (Sales),Urban Company,Work From Home,Starts immediately,3 Months, 9000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-work-from-home-job-internship-at-urban-company1635339872
120,Marketing,BYJU'S The Learning App,Belagavi,Starts immediately,1 Month, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-belagavi-at-byjus-the-learning-app1635508408
121,Marketing,BYJU'S The Learning App,Bellary,Starts immediately,1 Month, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-byjus-the-learning-app1635508663
122,Marketing,BYJU'S The Learning App,Bagalkot,Starts immediately,1 Month, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-byjus-the-learning-app1635508433
123,Marketing,Decathlon Sport India Private Limited,Chennai,Starts immediately,3 Months, 10000 /month,13 Nov' 21,"
                Internship with job offer                ",https://internshala.com /internship/detail/marketing-part-time-job-internship-at-chennai-in-decathlon-sport-india-private-limited1635594645
124,Marketing,BYJU'S The Learning App,Dehradun,Starts immediately,2 Months, 15000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-dehradun-haldwani-at-byjus-the-learning-app1635571438
125,Marketing,BYJU'S The Learning App,Bangalore,Starts immediately,1 Month, 18000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-byjus-the-learning-app1635576229
126,Business Development (Sales),Decathlon Sport India Private Limited,Mumbai,Starts immediately,3 Months, 12000-15000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-part-time-job-internship-at-mumbai-in-decathlon-sport-india-private-limited1635520609
